ItemNo,Description1,client,B408020,B193818
G-BR10-19LS,ฝา L แหลม เงินเงา,DEFAULT,,600
G-BR11-19GG,ฝา D ดิออร์ ได 19 ทองเงา,DEFAULT,,800
G-BR11-19SS,ฝา D ดิออร์ ได 19 เงินเงา,DEFAULT,,800
G-BR11-22GG,ฝา D ดิออร์ ได 22 ทองเงา,DEFAULT,,500
G-BR11-22SS,ฝา D ดิออร์ ได 22 เงินเงา,DEFAULT,,500
G-BR11-30GG,ฝา D ดิออร์ ได 30 ทองเงา,DEFAULT,,300
G-BR11-30SS,ฝา D ดิออร์ ได 30 เงินเงา,DEFAULT,,300
G-BR11-35GG,ฝา D ดิออร์ ได 35 ทองเงา,DEFAULT,,200
G-BR11-35SS,ฝา D ดิออร์ ได 35 เงินเงา,DEFAULT,,200
G-BR12-19GG,ฝา G ลูกโลก ทองเงา,DEFAULT,,600
G-BR12-19SS,ฝา G ลูกโลก เงินเงา,DEFAULT,,600
G-BR12-19WW,ฝา G ลูกโลก ขาว,DEFAULT,,600
G-BR13-19GG,ฝา FW ดอกไม้ ทอง,DEFAULT,,500
G-BR13-19SS,ฝา FW ดอกไม้ เงิน,DEFAULT,,500
G-BR14-19GG,ฝา LP19 ลาแพร์รี่ ทองเงา,DEFAULT,,600
G-BR14-19MM,ฝา LP19 ลาแพร์รี่ ม่วงเงา,DEFAULT,,600
G-BR14-19SS,ฝา LP19 ลาแพร์รี่ เงินเงา,DEFAULT,,600
G-BR14-22GG,ฝา LP22 ลาแพร์รี่ ทองเงา,DEFAULT,,450
G-BR14-22MM,ฝา LP22 ลาแพร์รี่ ม่วงเงา,DEFAULT,,450
G-BR14-22SS,ฝา LP22 ลาแพร์รี่ เงินเงา,DEFAULT,,450
G-BR15-19GO,ฝาหลอด MZ ได 19 สีทอง,DEFAULT,,500
G-BR15-19SS,ฝาหลอด MZ ได 19 สีเงิน,DEFAULT,,500
G-BR15-22GO,ฝาหลอด MZ ได 22 สีทอง,DEFAULT,,400
G-BR15-22SS,ฝาหลอด MZ ได 22 สีเงิน,DEFAULT,,400
G-BR15-30GO,ฝาหลอด MZ ได 30 สีทอง,DEFAULT,,400
G-BR15-30SS,ฝาหลอด MZ ได 30 สีเงิน,DEFAULT,,400
G-BR15-35GO,ฝาหลอด MZ ได 35 สีทอง,DEFAULT,,300
G-BR15-35SS,ฝาหลอด MZ ได 35 สีเงิน,DEFAULT,,300
G-BR16-19B,ฝาหลอด MW แม้ว ได 19 ดำ,DEFAULT,,800
G-BR16-19F,ฝาหลอด MW แม้ว ได 19 ฟ้า,DEFAULT,,800
G-BR16-19GG,ฝาหลอด MW แม้ว ได 19 ทองเงา,DEFAULT,,800
G-BR16-19P,ฝาหลอด MW แม้ว ได 19 ชมพู,DEFAULT,,800
G-BR16-19SS,ฝาหลอด MW แม้ว ได 19 เงินเงา,DEFAULT,,800
G-BR16-19W,ฝาหลอด MW แม้ว ได 19 ขาว,DEFAULT,,800
G-BR16-30B,ฝาหลอด MW แม้ว ได 30 ดำ,DEFAULT,,400
G-BR16-30GG,ฝาหลอด MW แม้ว ได 30 ทองเงา,DEFAULT,,400
G-BR16-30SS,ฝาหลอด MW แม้ว ได 30 เงินเงา,DEFAULT,,400
G-BR16-30W,ฝาหลอด MW แม้ว ได 30 ขาว,DEFAULT,,400
G-BR16-35B,ฝาหลอด MW แม้ว ได 35 ดำ,DEFAULT,,300
G-BR16-35GG,ฝาหลอด MW แม้ว ได 35 ทองเงา,DEFAULT,,300
G-BR16-35SS,ฝาหลอด MW แม้ว ได 35 เงินเงา,DEFAULT,,300
G-BR16-35W,ฝาหลอด MW แม้ว ได 35 ขาว,DEFAULT,,300
G-BR17-19F,ฝา P พราด้า ฟ้า,DEFAULT,,800
G-BR17-19GG,ฝา P พราด้า ทองเงา,DEFAULT,,800
G-BR17-19P,ฝา P พราด้า ชมพู,DEFAULT,,800
G-BR17-19SS,ฝา P พราด้า เงินเงา,DEFAULT,,800
G-BR17-19WKG,ฝา P พราด้า ขาว K ทอง,DEFAULT,,800
G-BR17-19WKS,ฝา P พราด้า ขาว K เงิน,DEFAULT,,800
G-BR18-22W,ฝา MSN22 สีขาว (2in1),DEFAULT,,500
G-BR-19045-05FF,หลอด M ฟ้า 5 กรัม (19*45),DEFAULT,,500
G-BR-19045-05GG,หลอด M ทอง 5 กรัม (19*45),DEFAULT,,500
G-BR-19045-05PP,หลอด M ชมพู 5 กรัม (19*45),DEFAULT,,500
G-BR-19045-05SS,หลอด M เงิน 5 กรัม (19*45),DEFAULT,,500
G-BR-19045-05VV,หลอด M ม่วง 5 กรัม (19*45),DEFAULT,,500
G-BR-19045-05WM,หลอด M ขาวมุก 5 กรัม (19*45),DEFAULT,,500
G-BR-19065-10B,หลอด M ดำ 10 กรัม (19*65),DEFAULT,,300
G-BR-19065-10FF,หลอด M ฟ้า 10 กรัม (19*65),DEFAULT,,300
G-BR-19065-10GG,หลอด M ทอง 10 กรัม (19*65),DEFAULT,,300
G-BR-19065-10PP,หลอด M ชมพู 10 กรัม (19*65),DEFAULT,,300
G-BR-19065-10SS,หลอด M เงิน 10 กรัม (19*65),DEFAULT,,300
G-BR-19065-10VV,หลอด M ม่วง 10 กรัม (19*65),DEFAULT,,300
G-BR-19065-10WM,หลอด M ขาวมุก 10 กรัม (19*65),DEFAULT,,300
G-BR-19080-15B,หลอด M ดำ 15 กรัม (19*80),DEFAULT,,300
G-BR-19080-15FF,หลอด M ฟ้า 15 กรัม (19*80),DEFAULT,,300
G-BR-19080-15GG,หลอด M ทอง 15 กรัม (19*80),DEFAULT,,300
G-BR-19080-15PP,หลอด M ชมพู 15 กรัม (19*80),DEFAULT,,300
G-BR-19080-15SS,หลอด M เงิน 15 กรัม (19*80),DEFAULT,,300
G-BR-19080-15VV,หลอด M ม่วง 15 กรัม (19*80),DEFAULT,,300
G-BR-19080-15WM,หลอด M ขาวมุก 15 กรัม (19*80),DEFAULT,,300
G-BR19-19B,ฝา C19 สองชั้นปลายแหลม สีดำ,DEFAULT,,600
G-BR19-19W,ฝา C19 สองชั้นปลายแหลม สีขาว,DEFAULT,,600
G-BR19-19W,ฝา C19 สองชั้นปลายแหลม สีขาว,DEFAULT,,200
G-BR-22085-20B,หลอด M ดำ 20 กรัม (22*85),DEFAULT,,200
G-BR-22085-20FF,หลอด M ฟ้า 20 กรัม (22*85),DEFAULT,,200
G-BR-22085-20GG,หลอด M ทอง 20 กรัม (22*85),DEFAULT,,200
G-BR-22085-20PP,หลอด M ชมพู 20 กรัม (22*85),DEFAULT,,200
G-BR-22085-20SS,หลอด M เงิน 20 กรัม (22*85),DEFAULT,,200
G-BR-22085-20VV,หลอด M ม่วง 20 กรัม (22*85),DEFAULT,,200
G-BR-22085-20WM,หลอด M ขาวมุก 20 กรัม (22*85),DEFAULT,,200
G-BR-22110-30B,หลอด M ดำ 30 กรัม ผอม (22*110),DEFAULT,,150
G-BR-22110-30FF,หลอด M ฟ้า 30 กรัม ผอม (22*110),DEFAULT,,150
G-BR-22110-30GG,หลอด M ทอง 30 กรัม ผอม (22*110),DEFAULT,,150
G-BR-22110-30PP,หลอด M ชมพู 30 กรัม ผอม (22*110),DEFAULT,,150
G-BR-22110-30SS,หลอด M เงิน 30 กรัม ผอม (22*110),DEFAULT,,150
G-BR-22110-30VV,หลอด M ม่วง 30 กรัม ผอม (22*110),DEFAULT,,150
G-BR-22110-30WM,หลอด M ขาวมุก 30 กรัม ผอม (22*110),DEFAULT,,150
G-BR-25095-30B,หลอด M ดำ 30 กรัม อ้วน (25*95),DEFAULT,,150
G-BR-25095-30FF,หลอด M ฟ้า 30 กรัม อ้วน (25*95),DEFAULT,,150
G-BR-25095-30GG,หลอด M ทอง 30 กรัม อ้วน (25*95),DEFAULT,,150
G-BR-25095-30PP,หลอด M ชมพู 30 กรัม อ้วน (25*95),DEFAULT,,150
G-BR-25095-30SS,หลอด M เงิน 30 กรัม อ้วน (25*95),DEFAULT,,150
G-BR-25095-30VV,หลอด M ม่วง 30 กรัม อ้วน (25*95),DEFAULT,,150
G-BR-25095-30WM,หลอด M ขาวมุก 30 กรัม อ้วน (25*95),DEFAULT,,150
G-BR-25135-50B,หลอด M ดำ 50 กรัม (25*135),DEFAULT,0,100
